tensao_solo_kpa,chuva_acum_3d_mm,tmax_max_3d_c,dap,delta_tensao_kpa,classe_irrigacao
7.107686309423656,68.97,29.1,44.0,-2.574757334068618,0
12.706341671696915,53.23,29.1,45.0,5.598655362273259,0
13.41367121141685,18.249999999999986,29.55,46.0,0.7073295397199342,0
13.665910477821754,14.839999999999986,29.55,47.0,0.2522392664049047,0
14.94691480391575,8.369999999999985,29.55,48.0,1.2810043260939956,0
16.2672006161576,4.809999999999986,29.28,49.0,1.320285812241849,0
17.260851862200404,6.519999999999985,29.28,50.0,0.9936512460428055,0
16.879716373799653,9.839999999999986,29.28,51.0,-0.3811354884007514,0
17.027098600362738,17.439999999999987,30.01,52.0,0.14738222656308508,0
14.916017454302,31.459999999999987,30.01,53.0,-2.1110811460607373,0
11.148757282107173,46.58999999999999,30.01,54.0,-3.7672601721948276,0
10.323913762422597,50.55999999999999,29.78,55.0,-0.8248435196845758,0
11.25469256300347,61.22999999999999,29.78,56.0,0.9307788005808728,0
8.853957630708859,45.71999999999998,29.78,57.0,-2.400734932294611,0
13.850823386569521,38.039999999999985,29.73,58.0,4.996865755860663,0
13.820461348775586,10.229999999999986,29.97,59.0,-0.030362037793935315,0
15.843420716436432,8.789999999999985,30.71,60.0,2.022959367660846,0
16.99983310391784,10.669999999999986,30.71,61.0,1.1564123874814083,0
15.466432881083039,16.659999999999986,31.05,62.0,-1.5334002228348016,0
14.856328175238685,17.679999999999986,31.05,63.0,-0.6101047058443534,0
15.335156126845396,12.049999999999986,31.05,64.0,0.47882795160671066,0
15.951098987310028,18.969999999999985,30.33,65.0,0.6159428604646315,0
12.859257593937178,36.91999999999999,30.33,66.0,-3.0918413933728495,0
10.127756766531254,64.27999999999999,28.5,67.0,-2.731500827405924,0
8.55859453639215,72.03999999999999,29.39,68.0,-1.5691622301391046,0
9.772673772100857,62.23999999999999,29.39,69.0,1.2140792357087076,0
11.720537321456865,34.60999999999999,30.29,70.0,1.9478635493560077,0
14.643165829685096,23.069999999999986,30.29,71.0,2.9226285082282306,0
13.284522654908073,23.849999999999987,30.29,72.0,-1.358643174777022,0
11.987673583333356,22.889999999999986,29.91,73.0,-1.2968490715747176,0
14.916017454302011,14.619999999999987,30.31,74.0,2.9283438709686553,0
16.714791117733633,3.7699999999999863,30.31,75.0,1.7987736634316214,0
18.195989323923246,7.4299999999999855,30.31,76.0,1.4811982061896138,0
17.87011674633014,9.229999999999986,30.3,77.0,-0.32587257759310617,0
18.314712533958986,14.879999999999985,30.15,78.0,0.44459578762884533,0
17.270907386174375,12.509999999999986,30.15,79.0,-1.0438051477846102,0
18.002950406804324,11.369999999999987,30.56,80.0,0.7320430206299484,0
18.84302666877901,20.179999999999986,30.56,81.0,0.8400762619746871,0
14.420904362829758,27.12999999999999,30.56,82.0,-4.422122305949253,0
12.809335455865613,32.039999999999985,30.25,83.0,-1.6115689069641448,0
13.14376457415105,26.709999999999987,29.37,84.0,0.33442911828543664,0
12.37834658998229,24.609999999999985,29.25,85.0,-0.7654179841687601,0
12.948588144474948,18.979999999999983,29.44,86.0,0.5702415544926591,0
15.086712901843867,20.76999999999999,29.44,87.0,2.138124757368919,0
12.957001157057578,50.79999999999999,30.06,88.0,-2.12971174478629,0
8.053120017979545,92.49,30.17,89.0,-4.903881139078033,0
7.459355572726852,97.52,30.17,90.0,-0.5937644452526927,0
10.398919764979267,61.319999999999986,30.17,91.0,2.9395641922524147,0
14.481698831537999,19.489999999999984,30.15,92.0,4.082779066558732,0
16.012508059982057,3.859999999999986,30.64,93.0,1.530809228444058,0
17.156347824797415,2.8199999999999856,30.64,94.0,1.1438397648153575,0
18.667809846849952,3.8099999999999854,30.64,95.0,1.5114620220525374,0
19.44461924922103,6.599999999999985,29.58,96.0,0.7768094023710788,0
19.10958245145239,10.989999999999984,29.58,97.0,-0.33503679776864104,0
18.340274514505907,21.929999999999986,29.71,98.0,-0.7693079369464826,0
14.859636687720595,22.169999999999984,29.71,99.0,-3.480637826785312,0
14.50738885515761,26.439999999999984,29.85,100.0,-0.35224783256298586,0
12.850920980738401,15.569999999999984,30.01,101.0,-1.6564678744192083,0
14.7378106283016,26.679999999999986,30.01,102.0,1.8868896475631995,0
11.703150032755447,25.889999999999986,30.13,103.0,-3.0346605955461534,0
12.530813181009675,49.95999999999999,30.13,104.0,0.8276631482542278,0
9.245293682137616,72.04999999999998,30.13,105.0,-3.285519498872059,0
7.742597580528241,89.60999999999999,29.24,106.0,-1.5026961016093745,0
8.869933997522152,92.89999999999998,30.02,107.0,1.1273364169939102,0
22.511898397065025,1.34,29.97,14.0,0.0,0
22.511898397065025,3.6500000000000004,30.62,15.0,0.0,0
24.24757203477324,10.209999999999999,30.62,16.0,1.7356736377082136,0
20.06009178605178,11.79,30.62,17.0,-4.18748024872146,0
20.519670598638047,12.079999999999998,29.93,18.0,0.459578812586269,0
20.139414621528235,12.259999999999998,28.52,19.0,-0.38025597710981174,0
18.164278498919735,12.479999999999999,30.0,20.0,-1.9751361226085002,0
17.569867877019007,18.08,30.0,21.0,-0.5944106219007281,0
15.326080810764779,13.259999999999998,30.56,22.0,-2.243787066254228,0
15.932666222887661,12.159999999999997,30.62,23.0,0.6065854121228824,0
17.408851235175664,11.889999999999997,30.7,24.0,1.4761850122880027,0
14.31502129566665,17.889999999999997,30.83,25.0,-3.093829939509014,0
12.889727992265712,50.94,30.83,26.0,-1.425293303400938,0
6.645026271597686,55.199999999999996,30.83,27.0,-6.244701720668026,0
10.436707044587985,81.10999999999999,27.98,28.0,3.791680772990299,0
7.1270370697195125,60.45999999999999,27.98,29.0,-3.3096699748684726,0
9.75318501525552,58.17999999999999,29.67,30.0,2.6261479455360073,0
11.376972472702112,37.44999999999999,29.67,31.0,1.6237874574465927,0
10.944940224149443,29.059999999999995,30.01,32.0,-0.43203224855266953,0
13.37495275268356,20.01999999999999,30.01,33.0,2.4300125285341174,0
15.456699514834447,7.569999999999993,30.52,34.0,2.081746762150887,0
17.615297748852168,4.329999999999993,31.22,35.0,2.1585982340177203,0
18.742469725704787,17.679999999999993,31.22,36.0,1.127171976852619,0
14.5120189542444,24.279999999999994,31.22,37.0,-4.2304507714603865,0
12.914730188279751,22.069999999999993,30.65,38.0,-1.5972887659646489,0
15.383575296227281,16.129999999999995,29.12,39.0,2.46884510794753,0
14.181668602386571,15.869999999999994,29.53,40.0,-1.2019066938407104,0
13.642056034541831,20.389999999999993,29.53,41.0,-0.5396125678447401,0
14.26185381297426,34.769999999999996,29.53,42.0,0.6197977784324298,0
9.673817992833222,68.76999999999998,29.1,43.0,-4.588035820141039,0
7.113562435451767,68.97,29.1,44.0,-2.5602555573814545,0
12.741440180004815,53.23,29.1,45.0,5.627877744553048,0
13.425996127189807,18.249999999999986,29.55,46.0,0.6845559471849914,0
13.659685627321483,14.839999999999986,29.55,47.0,0.23368950013167655,0
14.94006073366627,8.369999999999985,29.55,48.0,1.2803751063447866,0
16.2672006161576,4.809999999999986,29.28,49.0,1.3271398824913287,0
17.256864903023004,6.519999999999985,29.28,50.0,0.9896642868654055,0
16.879716373799653,9.839999999999986,29.28,51.0,-0.3771485292233514,0
17.027098600362738,17.439999999999987,30.01,52.0,0.14738222656308508,0
14.916017454302,31.459999999999987,30.01,53.0,-2.1110811460607373,0
11.212173542605084,46.58999999999999,30.01,54.0,-3.703843911696916,0
10.3367255263962,50.55999999999999,29.78,55.0,-0.8754480162088836,0
11.268908722259475,61.22999999999999,29.78,56.0,0.9321831958632742,0
8.855731069493068,45.71999999999998,29.78,57.0,-2.4131776527664073,0
13.853864008227186,38.039999999999985,29.73,58.0,4.998132938734118,0
13.766011495889288,10.229999999999986,29.97,59.0,-0.08785251233789815,0
15.818421931312457,8.789999999999985,30.71,60.0,2.0524104354231696,0
16.92996300473696,10.669999999999986,30.71,61.0,1.111541073424501,0
15.40062597908903,16.659999999999986,31.05,62.0,-1.5293370256479282,0
14.79363474174444,17.679999999999986,31.05,63.0,-0.6069912373445909,0
15.270021306344594,12.049999999999986,31.05,64.0,0.4763865646001548,0
15.879215888668067,18.969999999999985,30.33,65.0,0.6091945823234735,0
12.856477999096137,36.91999999999999,30.33,66.0,-3.02273788957193,0
10.117338474708514,64.27999999999999,28.5,67.0,-2.739139524387623,0
8.55859453639215,72.03999999999999,29.39,68.0,-1.5587439383163648,0
9.784665822390304,62.23999999999999,29.39,69.0,1.2260712859981542,0
11.723023759744418,34.60999999999999,30.29,70.0,1.9383579373541142,0
14.643165829685096,23.069999999999986,30.29,71.0,2.9201420699406775,0
13.195261849153184,23.849999999999987,30.29,72.0,-1.4479039805319118,0
11.959613185380062,22.889999999999986,29.91,73.0,-1.2356486637731212,0
14.909371061918579,14.619999999999987,30.31,74.0,2.9497578765385164,0
16.570656808806824,3.7699999999999863,30.31,75.0,1.661285746888245,0
18.011291940734555,7.4299999999999855,30.31,76.0,1.4406351319277313,0
17.693475979823145,9.229999999999986,30.3,77.0,-0.3178159609114104,0
18.12856379127511,14.879999999999985,30.15,78.0,0.4350878114519645,0
17.09745217251708,12.509999999999986,30.15,79.0,-1.031111618758029,0
17.82060876009805,11.369999999999987,30.56,80.0,0.72315658758097,0
18.64604603350114,20.179999999999986,30.56,81.0,0.8254372734030895,0
14.303395162298466,27.12999999999999,30.56,82.0,-4.3426508712026735,0
12.707449032784572,32.039999999999985,30.25,83.0,-1.5959461295138944,0
13.120954638066737,26.709999999999987,29.37,84.0,0.4135056052821646,0
12.367731344997447,24.609999999999985,29.25,85.0,-0.7532232930692899,0
12.942983125638614,18.979999999999983,29.44,86.0,0.5752517806411674,0
15.076607061972586,20.76999999999999,29.44,87.0,2.133623936333972,0
12.889880974326283,50.79999999999999,30.06,88.0,-2.186726087646303,0
8.03889876505823,92.49,30.17,89.0,-4.850982209268054,0
7.456471468150479,97.52,30.17,90.0,-0.5824272969077509,0
10.424787135247225,61.319999999999986,30.17,91.0,2.9683156670967463,0
14.488116195525706,19.489999999999984,30.15,92.0,4.06332906027848,0
16.016129220590688,3.859999999999986,30.64,93.0,1.5280130250649826,0
17.144549164072235,2.8199999999999856,30.64,94.0,1.1284199434815463,0
18.650396349541758,3.8099999999999854,30.64,95.0,1.5058471854695235,0
19.426329132895024,6.599999999999985,29.58,96.0,0.7759327833532659,0
19.096147203018567,10.989999999999984,29.58,97.0,-0.33018192987645634,0
18.327488154957177,21.929999999999986,29.71,98.0,-0.7686590480613908,0
14.849713812428199,22.169999999999984,29.71,99.0,-3.4777743425289778,0
14.494536986030772,26.439999999999984,29.85,100.0,-0.3551768263974271,0
12.834267280391112,15.569999999999984,30.01,101.0,-1.66026970563966,0
14.731259784465335,26.679999999999986,30.01,102.0,1.8969925040742233,0
11.64377193090956,25.889999999999986,30.13,103.0,-3.087487853555775,0
12.522732415657572,49.95999999999999,30.13,104.0,0.8789604847480117,0
9.245293682137616,72.04999999999998,30.13,105.0,-3.277438733519956,0
7.742597580528241,89.60999999999999,29.24,106.0,-1.5026961016093745,0
8.880604206343014,92.89999999999998,30.02,107.0,1.1380066258147723,0
22.511898397065025,1.34,29.97,14.0,0.0,0
22.511898397065025,3.6500000000000004,30.62,15.0,0.0,0
24.24757203477324,10.209999999999999,30.62,16.0,1.7356736377082136,0
20.06009178605178,11.79,30.62,17.0,-4.18748024872146,0
20.519670598638047,12.079999999999998,29.93,18.0,0.459578812586269,0
20.139414621528235,12.259999999999998,28.52,19.0,-0.38025597710981174,0
18.164278498919735,12.479999999999999,30.0,20.0,-1.9751361226085002,0
17.569867877019007,18.08,30.0,21.0,-0.5944106219007281,0
15.326080810764779,13.259999999999998,30.56,22.0,-2.243787066254228,0
15.932666222887661,12.159999999999997,30.62,23.0,0.6065854121228824,0
17.408851235175664,11.889999999999997,30.7,24.0,1.4761850122880027,0
14.31502129566665,17.889999999999997,30.83,25.0,-3.093829939509014,0
12.889727992265712,50.94,30.83,26.0,-1.425293303400938,0
6.645026271597686,55.199999999999996,30.83,27.0,-6.244701720668026,0
10.436707044587985,54.04599999999999,27.98,28.0,3.791680772990299,0
12.739995962092125,21.843999999999994,27.98,29.0,2.3032889175041404,0
13.811906170452081,11.635999999999992,29.67,30.0,1.0719102083599559,0
15.019177711168528,7.489999999999993,29.67,31.0,1.2072715407164463,0
15.743051777332338,5.811999999999993,30.01,32.0,0.7238740661638108,0
17.340883797993243,4.003999999999993,30.01,33.0,1.5978320206609045,0
18.60167760092776,1.513999999999993,30.52,34.0,1.2607938029345185,0
20.88236210200723,0.865999999999993,31.22,35.0,2.2806845010794703,0
23.27265097643496,3.5359999999999934,31.22,36.0,2.3902888744277284,0
24.509709990856603,4.855999999999994,31.22,37.0,1.237059014421643,0
24.643836213569514,4.4139999999999935,30.65,38.0,0.1341262227129114,0
27.154338803554698,3.225999999999993,29.12,39.0,2.510502589985183,0
29.039339522840955,3.173999999999993,29.53,40.0,1.885000719286257,0
31.39083641411953,4.077999999999992,29.53,41.0,2.3514968912785754,0
34.4067828370313,6.953999999999993,29.53,42.0,3.015946422911771,0
31.787863930180183,13.753999999999992,29.1,43.0,-2.6189189068511176,0
27.526811752712693,13.793999999999993,29.1,44.0,-4.261052177467491,0
28.883838157210285,10.645999999999994,29.1,45.0,1.3570264044975922,0
31.177966926885837,3.6499999999999932,29.55,46.0,2.2941287696755523,0
33.33906990958459,2.967999999999993,29.55,47.0,2.1611029826987505,0
35.817392358369936,1.6739999999999928,29.55,48.0,2.478322448785349,0
38.633099946637174,0.961999999999993,29.28,49.0,2.8157075882672373,0
43.00307968062024,1.3039999999999932,29.28,50.0,4.369979733983065,0
45.09325244475371,1.9679999999999929,29.28,51.0,2.09017276413347,2
14.806806829497999,3.4879999999999933,30.01,52.0,-30.286445615255708,0
15.550042315852995,6.291999999999993,30.01,53.0,0.7432354863549957,0
15.442148891168337,9.317999999999994,30.01,54.0,-0.1078934246846579,0
15.369572053197714,10.111999999999993,29.78,55.0,-0.07257683797062242,0
15.765012947047516,12.245999999999992,29.78,56.0,0.39544089384980197,0
14.806806829497999,9.143999999999993,29.78,57.0,-0.9582061175495173,0
15.93309152122556,7.607999999999993,29.73,58.0,1.1262846917275606,0
16.860438599852884,2.0459999999999923,29.97,59.0,0.9273470786273244,0
18.768318464291315,1.7579999999999922,30.71,60.0,1.9078798644384314,0
20.64974125537925,2.1339999999999923,30.71,61.0,1.8814227910879353,0
21.824663803201013,3.331999999999992,31.05,62.0,1.1749225478217618,0
23.698307538763824,3.5359999999999925,31.05,63.0,1.873643735562812,0
26.02117542770822,2.409999999999992,31.05,64.0,2.322867888944394,0
28.660419294678352,3.7939999999999925,30.33,65.0,2.6392438669701335,0
29.296694079252905,7.383999999999992,30.33,66.0,0.6362747845745531,0
28.667721599509058,12.855999999999993,28.5,67.0,-0.6289724797438474,0
26.302448315141742,14.407999999999994,29.39,68.0,-2.3652732843673157,0
25.60921646648039,12.447999999999992,29.39,69.0,-0.6932318486613518,0
26.177715543293832,6.921999999999993,30.29,70.0,0.5684990768134419,0
28.8804668623442,4.613999999999992,30.29,71.0,2.7027513190503676,0
30.11226728264923,4.7699999999999925,30.29,72.0,1.2318004203050315,0
31.083851170363015,4.577999999999992,29.91,73.0,0.9715838877137841,0
34.31533914661799,2.9239999999999924,30.31,74.0,3.2314879762549715,2
14.773903070665458,0.753999999999992,30.31,75.0,-19.54143607595253,0
16.272080452346124,1.485999999999992,30.31,76.0,1.4981773816806658,0
17.527006686709463,1.845999999999992,30.3,77.0,1.2549262343633387,0
19.042519884842232,2.975999999999992,30.15,78.0,1.5155131981327692,0
20.35713229476536,2.5019999999999922,30.15,79.0,1.3146124099231287,0
22.363597607678585,2.273999999999992,30.56,80.0,2.0064653129132246,0
24.371539576415714,4.0359999999999925,30.56,81.0,2.0079419687371285,0
24.76571570185922,5.425999999999992,30.56,82.0,0.3941761254435079,0
25.83996831941334,6.407999999999992,30.25,83.0,1.0742526175541194,0
27.340315422583792,5.341999999999992,29.37,84.0,1.5003471031704514,0
28.391802610534594,4.921999999999992,29.25,85.0,1.0514871879508014,0
30.05808259105079,3.7959999999999923,29.44,86.0,1.6662799805161974,0
32.926234521814656,13.729999999999993,29.44,87.0,2.868151930763865,0
26.78839465916661,49.75999999999999,30.06,88.0,-6.137839862648047,0
12.579429921255095,92.49,30.17,89.0,-14.208964737911515,0
7.687019899781755,97.52,30.17,90.0,-4.8924100214733395,0
10.405379350817462,61.31999999999999,30.17,91.0,2.718359451035707,0
14.481698831537999,19.48999999999999,30.15,92.0,4.076319480720537,0
16.012508059982057,3.859999999999993,30.64,93.0,1.530809228444058,0
17.156347824797415,2.8199999999999927,30.64,94.0,1.1438397648153575,0
18.667809846849952,3.8099999999999925,30.64,95.0,1.5114620220525374,0
19.44461924922103,6.5999999999999925,29.58,96.0,0.7768094023710788,0
19.10958245145239,10.989999999999991,29.58,97.0,-0.33503679776864104,0
18.340274514505907,21.929999999999993,29.71,98.0,-0.7693079369464826,0
14.859636687720595,22.16999999999999,29.71,99.0,-3.480637826785312,0
14.50738885515761,26.43999999999999,29.85,100.0,-0.35224783256298586,0
12.850920980738401,15.569999999999991,30.01,101.0,-1.6564678744192083,0
14.7378106283016,26.679999999999993,30.01,102.0,1.8868896475631995,0
11.703150032755447,25.889999999999993,30.13,103.0,-3.0346605955461534,0
12.530813181009675,49.959999999999994,30.13,104.0,0.8276631482542278,0
9.245293682137616,72.04999999999998,30.13,105.0,-3.285519498872059,0
7.742597580528241,89.60999999999999,29.24,106.0,-1.5026961016093745,0
8.869933997522152,92.89999999999999,30.02,107.0,1.1273364169939102,0
30.21966773920556,0.0,28.99,14.0,0.0,0
30.21966773920556,0.45,28.99,15.0,0.0,0
29.278041343809445,0.55,29.5,16.0,-0.9416263953961135,0
31.341902106969957,0.55,29.98,17.0,2.0638607631605126,0
30.158404479529967,0.1,29.98,18.0,-1.1834976274399907,0
32.01364765254791,0.1,29.98,19.0,1.8552431730179428,0
30.865178437508916,0.1,29.96,20.0,-1.1484692150389932,0
32.547179704007924,0.36,29.96,21.0,1.6820012664990074,0
31.34763937602726,1.89,29.94,22.0,-1.1995403279806638,0
32.76049168608277,9.24,29.91,23.0,1.4128523100555128,0
25.49537941309229,18.06,29.91,24.0,-7.265112272990482,0
20.541797777223067,17.46,29.59,25.0,-4.953581635869224,0
22.359443207541464,10.249999999999998,29.69,26.0,1.8176454303183966,0
22.787982746057867,1.57,30.29,27.0,0.4285395385164037,0
24.659469607563867,1.34,30.29,28.0,1.8714868615059999,0
26.30214708866959,3.8200000000000003,30.29,29.0,1.6426774811057214,0
24.608580862055728,3.87,29.47,30.0,-1.6935662266138607,0
26.456262276954966,3.0700000000000003,29.57,31.0,1.8476814148992382,0
28.43720368525772,0.45,29.89,32.0,1.9809414083027548,0
28.519201488556355,0.0,30.41,33.0,0.08199780329863415,0
30.970007944707948,0.02,30.41,34.0,2.450806456151593,0
33.331630968142285,0.02,30.41,35.0,2.361623023434337,0
36.054380410512415,0.02,30.46,36.0,2.72274944237013,0
39.603515662989174,0.0,30.46,37.0,3.549135252476759,0
40.44026617251101,0.0,30.46,38.0,0.8367505095218348,0
44.406168734754964,0.0,30.81,39.0,3.9659025622439543,2
14.691249480469729,0.0,30.81,40.0,-29.714919254285235,0
16.491660516225547,1.1,31.47,41.0,1.8004110357558183,0
18.046678258604967,1.1300000000000001,31.47,42.0,1.5550177423794196,0
20.296491381326263,2.54,31.47,43.0,2.249813122721296,0
21.614857718653713,3.25,31.36,44.0,1.3183663373274506,0
21.53542436002374,3.7700000000000005,30.59,45.0,-0.07943335862997358,0
23.478648623682766,4.21,29.65,46.0,1.943224263659026,0
24.89548673301118,2.43,30.58,47.0,1.4168381093284133,0
27.29594438645477,1.8800000000000001,30.58,48.0,2.400457653443592,0
29.80239057374871,0.03,30.8,49.0,2.506446187293939,0
32.62766278599144,0.0,30.95,50.0,2.82527221224273,0
35.65455672188976,0.0,31.25,51.0,3.026893935898322,0
38.86422814629406,0.03,31.25,52.0,3.2096714244042985,0
42.655014537323694,0.04,31.25,53.0,3.790786391029634,0
46.900300903030455,1.48,31.36,54.0,4.245286365706761,2
14.770617542335632,1.45,31.36,55.0,-32.12968336069483,0
16.457923358626676,1.44,31.36,56.0,1.687305816291044,0
18.357339716573662,0.0,31.58,57.0,1.8994163579469863,0
20.728624416456128,0.0,31.58,58.0,2.371284699882466,0
23.421557254100755,0.0,31.58,59.0,2.6929328376446264,0
26.514147200352824,0.0,31.43,60.0,3.092589946252069,0
30.112267282649338,0.0,32.05,61.0,3.5981200822965143,0
34.7724820022137,0.0,32.05,62.0,4.660214719564362,2
14.620430352752747,0.0,32.05,63.0,-20.15205164946095,0
16.548035872515154,0.0,31.94,64.0,1.9276055197624071,0
18.72016799613782,0.0,31.94,65.0,2.172132123622667,0
21.20962254002084,0.02,31.48,66.0,2.489454543883017,0
23.89086035299177,0.02,32.27,67.0,2.681237812970931,0
26.90310861587043,0.02,32.54,68.0,3.0122482628786607,0
30.573674222166787,0.0,32.54,69.0,3.670565606296357,2
14.549252353887802,0.0,32.54,70.0,-16.024421868278985,0
16.514174185560176,0.0,33.08,71.0,1.964921831672374,0
18.65910065076209,0.0,33.63,72.0,2.1449264652019124,0
21.296194925867688,0.0,33.63,73.0,2.6370942751056,0
24.103072086601408,0.0,33.63,74.0,2.8068771607337197,0
27.666847855516007,0.0,33.49,75.0,3.5637757689145992,0
32.30346375904396,0.0,33.61,76.0,4.63661590352795,2
14.575086854583368,0.0,33.61,77.0,-17.72837690446059,0
16.521691784969825,0.0,33.97,78.0,1.9466049303864565,0
18.95798054691949,0.0,34.4,79.0,2.4362887619496654,0
21.94600287298876,0.0,34.41,80.0,2.98802232606927,0
25.406185083797872,0.0,34.69,81.0,3.460182210809112,0
29.659224046874964,0.0,34.69,82.0,4.253038963077092,0
34.57959378454824,0.0,35.54,83.0,4.920369737673273,2
14.692028309551107,0.0,35.54,84.0,-19.887565474997132,0
16.86043859985296,0.0,35.54,85.0,2.1684102903018516,0
19.357925543966925,0.0,35.36,86.0,2.497486944113966,0
22.255615995310144,0.0,35.44,87.0,2.8976904513432196,0
25.50111364268617,0.0,35.54,88.0,3.245497647376027,0
29.266724907332964,0.03,35.77,89.0,3.765611264646793,0
33.06465891770139,0.03,35.96,90.0,3.7979340103684223,2
14.504174601191826,0.62,35.96,91.0,-18.56048431650956,0
16.096044941952464,0.62,35.96,92.0,1.5918703407606376,0
18.26371722464276,0.62,35.59,93.0,2.1676722826902974,0
20.400703649888897,0.03,35.84,94.0,2.1369864252461355,0
23.10921933088236,0.0,35.84,95.0,2.7085156809934645,0
26.008181395502206,0.0,35.84,96.0,2.8989620646198446,0
29.35674342140816,0.0,37.76,97.0,3.348562025905956,0
33.15153025420372,0.04,37.76,98.0,3.794786832795559,0
36.68585990672521,0.11000000000000001,37.76,99.0,3.5343296525214924,0
41.22296762988647,0.15000000000000002,36.31,100.0,4.537107723161256,0
45.94738555465819,0.11000000000000001,37.34,101.0,4.724417924771721,0
52.429239556548325,0.07,37.94,102.0,6.4818540018901345,0
60.116476573880895,0.07,37.95,103.0,7.687237017332571,2
14.484907085350963,0.8700000000000001,37.95,104.0,-45.631569488529934,0
15.761460079097754,1.1500000000000001,37.95,105.0,1.2765529937467903,0
17.56743433291161,1.1400000000000001,37.4,106.0,1.8059742538138561,0
19.87107549995667,0.3500000000000001,36.91,107.0,2.303641167045061,0
30.073093922625684,0.0,28.99,14.0,0.0,0
30.073093922625684,0.45,28.99,15.0,0.0,0
29.10036632488668,0.55,29.5,16.0,-0.9727275977390057,0
31.11146399306441,0.55,29.98,17.0,2.011097668177733,0
29.904273005024297,0.1,29.98,18.0,-1.2071909880401144,0
31.719702471032186,0.1,29.98,19.0,1.8154294660078882,0
30.59096234061443,0.1,29.96,20.0,-1.1287401304177571,0
32.24818722136325,0.36,29.96,21.0,1.6572248807488243,0
31.081078129650727,1.89,29.94,22.0,-1.1671090917125255,0
32.48560949234721,9.24,29.91,23.0,1.4045313626964813,0
25.29654023121051,18.06,29.91,24.0,-7.189069261136698,0
20.391631802409268,17.46,29.59,25.0,-4.904908428801242,0
22.21182100510566,10.249999999999998,29.69,26.0,1.8201892026963904,0
22.655379391887546,1.57,30.29,27.0,0.44355838678188775,0
24.533133188630305,1.34,30.29,28.0,1.877753796742759,0
26.168060803859515,3.8200000000000003,30.29,29.0,1.6349276152292092,0
24.478942296546236,3.87,29.47,30.0,-1.6891185073132782,0
26.3085473405684,3.0700000000000003,29.57,31.0,1.8296050440221627,0
28.24140914588128,0.45,29.89,32.0,1.932861805312882,0
28.27088646616578,0.0,30.41,33.0,0.029477320284499342,0
30.69014393719341,0.02,30.41,34.0,2.419257471027631,0
33.03050550272142,0.02,30.41,35.0,2.3403615655280063,0
34.793796703482776,0.02,30.46,36.0,1.7632912007613584,1
35.20813388904461,0.0,30.46,37.0,0.4143371855618341,1
33.701193637791484,0.0,30.46,38.0,-1.506940251253127,1
34.24892385210574,0.0,30.81,39.0,0.5477302143142566,1
34.693403186141985,0.0,30.81,40.0,0.4444793340362452,1
35.00516157314444,1.1,31.47,41.0,0.31175838700245606,1
35.33464547908708,1.1300000000000001,31.47,42.0,0.329483905942638,1
35.57395654400249,2.54,31.47,43.0,0.23931106491541243,0
35.45916526626174,3.25,31.36,44.0,-0.11479127774074982,0
33.55013822372593,3.7700000000000005,30.59,45.0,-1.9090270425358113,1
33.929723605696786,4.21,29.65,46.0,0.37958538197085545,0
34.27243181327188,2.43,30.58,47.0,0.3427082075750931,1
34.5653447927048,1.8800000000000001,30.58,48.0,0.29291297943291994,1
